File,Category,IsSecurity,SupportCount,Tools,SuggestedClassification,IsTruePositive,RuleIDs,Examples,Sources,Confidence
Pod/v1/busybox-namespace/busybox-pod,NO_RES_LIMITS,False,1,KubeScore,Needs corroboration,no,,container-resources,original,1
Pod/v1/busybox-namespace/busybox-pod,NO_SECCOMP,True,1,KubeScore,Needs corroboration,no,,container-seccomp-profile,original,1
Pod/v1/efs-plugin,NO_RES_LIMITS,False,1,KubeScore,Needs corroboration,no,,container-resources,original,1
Pod/v1/efs-plugin,NO_SECCOMP,True,1,KubeScore,Needs corroboration,no,,container-seccomp-profile,original,1
Pod/v1/example-pod,NO_RES_LIMITS,False,1,KubeScore,Needs corroboration,no,,container-resources,original,1
Pod/v1/example-pod,NO_SECCOMP,True,1,KubeScore,Needs corroboration,no,,container-seccomp-profile,original,1
Pod/v1/nginx,NO_RES_LIMITS,False,1,KubeScore,Needs corroboration,no,,container-resources,original,1
Pod/v1/nginx,NO_SECCOMP,True,1,KubeScore,Needs corroboration,no,,container-seccomp-profile,original,1
Pod/v1/pod-name,NO_RES_LIMITS,False,1,KubeScore,Needs corroboration,no,,container-resources,original,1
Pod/v1/pod-name,NO_SECCOMP,True,1,KubeScore,Needs corroboration,no,,container-seccomp-profile,original,1
spec,SCHEMA_INVALID,False,1,KubeConform,Actual (Correct),yes,,missing property 'selector',original,2
